"","Row.Index","Data.Set.1","Data.Set.2","Data.Set.3","Data.Set.4","Data.Set.5"
"25",25,-0.874260601035108,-2.2871613271995,-1.59891485614587,-1.16247700984322,1.67685368241759
"26",26,-0.689525175169753,-0.0354811814398072,1.57573752347962,-1.98724980089447,1.9382655495425
"27",27,-0.551211739449358,-1.40838317667091,-1.4242255834433,-3.35490266237228,-0.854475225653761
"28",28,-1.79571762174344,-2.00418981646777,1.97642922092959,1.13719204626894,4.53127328360818
"29",29,-0.778740416091039,0.749963055269198,-1.43706668649331,-0.0281113295495136,0.89821851627876
"30",30,-0.762448979922549,-1.39904794989174,1.6089579892126,-10.9804894975305,4.16857169295513
"31",31,-0.510169646754816,-2.24253568464747,-2.52147037513711,-2.28715155688728,0.0927166392006042
"32",32,-1.02864153211661,-2.59971579664018,0.689848991572425,1.87155514719187,2.71685976033958
"33",33,-0.39925669658234,-2.73297754454105,1.4355633259853,1.00280037707146,-2.29391644008353
"34",34,-0.933212862790638,-1.51439051995642,2.25794125051738,-0.497694234726638,1.5288836109765
"35",35,-1.12775523614793,-3.48200504263404,-2.28547198648642,0.138369772202783,-0.0126704205431684
"36",36,-0.949016831383257,1.0598832853902,-0.92568969283839,-5.81743874874665,1.94554436743348
"37",37,-0.748718023193794,-0.660209626678062,1.87613598250009,0.00230731947378697,-1.12436769699444
"38",38,-1.16271416835992,0.940459822246411,-1.96185284895484,0.711541194142644,-0.759653989740073
"39",39,-1.06722532898253,-2.02960756999243,1.7045905250751,-0.83904360652965,-1.12803758272992
"40",40,-0.433747577624159,0.267918701675015,2.06578919788595,-7.80719011627881,1.23900261372722
"41",41,-1.01651291503888,0.470319835637704,2.47355024225009,-12.9849112111489,4.79280856006653
"42",42,-0.873419133214324,0.13193650701004,-1.29504568965475,0.636084772873554,4.10100707071359
"43",43,-1.38397388342541,-0.448530205872745,1.22818072509003,-2.27759497874143,0.751192282813066
"44",44,-0.665077582789416,-0.575168159507069,1.60632115133995,-16.9784369920464,2.41032052222825
"45",45,-1.57254338296599,0.659971988233216,1.39800213827077,0.0463098121197936,0.350480459916453
"46",46,-1.43009372585788,-0.574441948804208,-1.71486835571686,-3.02936515650556,-0.500980580356774
"47",47,-0.64122899417885,-2.83560624674761,1.14538340286051,-2.35030277354408,-1.37080805674543
"48",48,-0.404832809017971,-1.54286957909245,1.74667817978541,-1.40859428649694,0.774410722342781
"49",49,-1.67991863883343,0.822770994574572,-1.32151307926403,-0.156738891536419,0.809456694777417
"50",50,-0.570440983369976,-3.23822435635887,-0.893280394501391,0.733556455148121,0.840210695566799
"51",51,-0.21002318253028,-2.31027453310088,-1.49749120392342,-8.45579695770134,0.484982777654648
"52",52,-0.600303132716949,1.62255302278082,1.08197031832692,-2.80080818828692,-1.83152566884721
"53",53,-1.09136867872582,-1.95854043325663,-1.82836357541241,-6.72232769142429,0.259062459439571
"54",54,-1.39758012061405,-1.73634393413249,1.24039828157623,-7.18316616366811,-1.56043853373619
"55",55,-0.512911915215168,-1.30506570847701,1.50532048100755,0.718272456444592,-0.913025389416556
"56",56,-0.403417065702068,-0.611644702995287,0.7974714183489,0.40708241897727,0.433781834269688
"57",57,-0.719709658953706,0.236504612797951,1.30852760532304,-Inf,0.0383831404802719
"58",58,-0.991630464475516,-1.02698950846733,-2.22266743434557,-2.14562184477388,0.93689411469833
"59",59,-0.651762149159337,-0.151889990727098,1.24884580182338,-2.39433424149931,1.76551321437586
"60",60,-1.26539539615639,-2.67742863491639,2.53315006315426,1.29149780969791,-2.25578238402887
"61",61,-0.877407760213391,0.366688958189409,0.899759123913138,0.316162242846539,-3.92479545255046
"62",62,-0.903397225073225,-0.190821750981508,-1.4965989031346,0.887843181912572,-0.397559900094403
"63",63,-1.27728688673802,-2.99231443691161,-0.994960839243599,-1.59985800402803,1.43122604544531
"64",64,-1.25290179463041,-0.876824466755429,-1.14301809218845,1.44539397201471,0.164303601791394
"65",65,-0.645340637677501,-1.00704287995001,-1.81086733327408,1.23634217066714,2.64412579029289
"66",66,-0.81071266343279,0.235712668228776,-0.855406270737541,-11.8025978788568,0.101339468070734
"67",67,-1.18759811778939,-0.919477357474644,-1.99907571670754,0.634210991817336,1.74697435962394
"68",68,-0.989687319017415,-0.88791732190112,1.33722566802223,0.763594125558649,1.69972526430004
"69",69,-0.48163047232351,0.25522391400104,-1.50375150464368,1.05467255150467,1.7025055618258
"70",70,-0.482870010070101,0.361806681555325,1.67569271889626,-5.28386227776949,1.62362584481397
"71",71,-0.93718017694154,0.660039748074832,2.14890775574535,0.79994042101206,0.654578126135091
"72",72,-1.04419078787495,-0.692196047400844,-1.21057119603851,-0.777397243440224,-0.950745588669221
"73",73,-1.44449434128076,0.851184575978734,-1.10823545835957,-3.04134497054682,1.79212333429731
"74",74,-1.27949256452173,-0.464709443537988,0.93835208774504,1.47352009548014,-1.7058836893592
"75",75,-0.877897778845942,0.0547657031442607,2.63798639815961,-0.316537037866614,2.24495338309583
"76",76,-0.830874805776367,-0.364209524437659,3.47038667339084,-6.19965280189774,-1.01701915104074
"77",77,-0.33182377562251,-0.0944229847677409,1.78137580367257,-4.56376220383243,0.715561981324953
"78",78,-0.437570534077397,-2.17462519488634,1.45434782436491,0.457425012722711,-2.82763028886043
"79",79,-1.12202547276238,1.21110647462217,-1.92354596523118,-2.49556706293823,3.03935882006699
"80",80,-1.20925558982153,-1.02948627941404,2.3487313207188,-1.12048192043983,0.180000295101645
"81",81,-1.04720938166532,-0.75631701231746,-1.4669936137493,1.08050126323376,-2.42175625666835
"82",82,-1.01743817837272,-2.99308825295172,1.55545355889741,0.853393711736427,2.43320095885938
"83",83,-1.00416197591601,-3.00586173301521,-1.23905798293249,0.609354420833133,-1.18621823796127
"84",84,0.211944985449001,-0.177575459368162,1.4053617144021,-2.86952743127758,0.131207861131374
"85",85,-0.624320802797683,-0.587778397379384,-1.40073187258304,1.16478312660353,-1.72086737660763
"86",86,-1.18165626595313,-2.92330663389376,-1.15615487313611,-0.245712320707418,-0.0622650812559197
"87",87,-0.854897462892834,0.0637070786076596,-1.375496017137,-4.14976685043051,-1.1242031022462
"88",88,-0.572154543364808,-0.376122673556772,-1.60560281665016,0.772074992149549,-0.809214721566552
"89",89,-0.654986087948553,-2.9195870026265,1.74852501505809,-5.62172953840733,0.0871928372377892
"90",90,-1.066588634096,0.012767593266038,2.60527033203788,0.523910624740005,1.33961950177763
"91",91,-0.306551386264488,-1.69301388882764,1.92025320500495,-8.75510532193207,0.0268627572054589
"92",92,-1.06230349830537,-0.258350420370601,-2.6011154454055,-6.71549829630061,-0.0213532881645697
"93",93,-0.867969761764956,0.493111131065122,1.0649393704156,-4.27938014493321,0.382703688722777
"94",94,-0.957806605844308,0.0675959955375673,-1.55568518731384,0.85338266986838,-0.197124989783927
"95",95,-0.267327872451307,-2.02542464375108,5.56894697390687,1.17537531277958,2.13246013626615
"96",96,-0.760484367663064,0.843642254725548,1.52064427203988,1.0452736403596,2.36652153785214
"97",97,-0.945443988872729,-0.423684443716058,-2.29065347533414,1.10124126632857,-1.46519432403635
"98",98,-1.5210070530531,0.0124715487142713,-1.34717057380227,1.32925434684866,3.33320264529114
"99",99,-1.20276415048781,-0.629346063588831,1.41975496642335,-14.8291276216462,1.60955428123834
"100",100,-1.02600607123433,0.0760850347982771,1.49615294201858,-5.83209375310376,-1.27129357645416
