target,features_1,features_2,features_3,features_4,features_5
0,0.536729836885958,0.492976490768951,0.706871453788281,0.429909439567182,0.594645531863228
0,0.372546143170587,0.127606672605293,0.011717248997155,0.00639811209948982,0.204003608595232
0,0.768640693508117,0.215187011945067,0.304280987428142,0.700968322382934,0.602637028731753
1,0.927516994435014,0.834961027893356,0.553905247019655,0.659870751181456,0.907260077459076
0,0.165998430034755,0.640110160452723,0.233277572096904,0.373380493104259,0.5696910000699
1,0.546949775427994,0.844756277677515,0.918417212122318,0.847722334475436,0.56713856883513
0,0.769692207457477,0.928604957661167,0.570593452144888,0.511657506191645,0.0773613489622387
0,0.839002559741927,0.828519371119813,0.717587789719322,0.744809230593589,0.396630720197698
1,0.849832542659612,0.590113207930433,0.844430163891048,0.681617164383169,0.382083330410591
1,0.47141223553024,0.822585620201589,0.984097647867772,0.840462847458247,0.551301917002603
0,0.333418074386578,0.654228608196924,0.449411371927294,0.430563939985969,0.514143462985303
0,0.765718163889447,0.955511087643359,0.974698353216145,0.996831532666501,0.934488088052558
0,0.59966291939043,0.296771099507167,0.67824160583998,0.390061616676485,0.203545923288692
1,0.675652111742801,0.76219466216948,0.73966635156559,0.805123575980303,0.741706083470314
1,0.954197245853206,0.926643608350503,0.785145476002581,0.527803289480704,0.320730244877181
1,0.949893089342974,0.971835573014766,0.83184882212336,0.811292574724464,0.464683863754499
