target,features_1,features_2,features_3
2.70831760787147,0.30254507274411,-2.03564454012101,-0.957649265483516
-4.09105113322841,-1.32874178266828,-0.568692551706513,0.290562007829053
5.27384904198421,1.6558305932213,1.2439665421917,1.20022135368292
2.16335428986835,-0.424614391517734,0.393874753360124,0.193503462409742
-1.60488430628258,-0.321743607172836,1.50339970093041,-0.777354665941958
-11.8722850782246,-0.225727583844802,0.39909597537512,-0.934418673882694
-7.63736608027296,0.121040887034927,-0.33329574947921,0.41287910357935
-6.99475629703578,0.494897705875637,-1.42273466964654,0.746714595710964
12.7816139549568,-1.15785637436108,-0.861167312579078,0.469322856733839
12.3998817291804,1.41832729226557,-0.919685219025625,0.721675721359781
9.16404752196519,-0.182199361587062,0.580300154337118,0.152547539990236
8.42703588631776,0.751633686457547,0.123087321959993,-0.275443368848805
4.59977265110285,0.582620719643409,-0.464898373543066,0.356603259229571
-3.88153063307097,-0.609261440769065,-0.721426145769818,-0.596245744754609
-1.1864317454186,-1.16498050363985,-0.638408461749276,-0.52059358024916
-3.31844312919963,0.603806848275862,-0.336493368014718,2.34555599032029
-2.40393985569209,1.407135108772,-0.427035045683439,0.253975287277258
-0.209987260723635,-0.256204588461143,-1.23331805809096,0.601627550670024
-1.11595802725414,-1.60954009256289,0.213124695314351,-0.0262684336661802
2.90677546424996,1.67239499408616,-1.34794893209285,0.258159274481237
-1.30387640131513,-0.546570166579506,0.825928866909939,0.0219838949685421
7.24721847199828,-0.275579450216603,0.498531809548779,-0.808370190306736
0.571067253361714,-1.51626729578687,0.403028067493285,-0.379753282409034
-9.32857781567074,0.318854169703783,0.859018021850444,0.908621569717003
-1.73835846076036,2.00803038887863,1.02789027057398,-1.09193090586143
12.3710618352298,0.945289736720663,0.476589332424469,1.24358459354088
-3.75481511773451,-1.31632727201763,0.307200490295376,-0.630900152102496
-0.962295597471473,0.981084176968503,0.327181947749651,0.290419578210962
1.36144735927835,-9.88175915070264e-05,0.222945906359641,0.225170930873485
-0.6547284541804,-0.416824044699783,1.47092450447156,2.04646118796555
4.77689678150284,-0.0280068182725674,-0.174316292251852,0.298274636226721
0.985926306872687,0.0187840177224399,-0.363961974837006,-1.46363709578913
11.2074272076124,1.35299687159746,-0.720369713994062,-0.405601296420472
12.3519192145768,0.723633158743456,-1.38976706950512,0.806629307532052
9.20732603355634,-0.766742252681756,-0.0981510568875578,0.16120192945589
-5.91561081812637,0.614989652097411,0.100826588615758,-0.4548454375621
-0.401399770571421,-0.0819037012069974,-1.82191658232279,-1.67544937187537
-3.61922601012192,-1.04530629542855,-0.916326993637461,-1.65896688074816
0.317443883986512,0.148061078049847,0.175186990726386,-0.274454053149667
4.67114134594534,-0.324607456483896,1.13943532935802,0.549616913567267
3.65758376876209,-0.803942207065624,-0.575000298352711,-0.780332427537663
4.36427847271649,0.390293999337381,0.0258126396478288,-2.7208670394162
-4.02484306946716,0.83952673944003,-0.481523115953656,-0.0472702404528877
3.45479379036365,-0.636047635229608,0.78379172270818,0.612571810917785
2.86508008764983,0.273458166287784,-1.07579115690689,1.68702440173752
1.20679958292845,0.12770873323982,0.666461048971288,0.426523793148039
3.96450248695684,-1.743047393118,0.0274642907867027,-0.099634909590347
-6.57686244686836,-0.710959869022516,-0.859993094624049,-0.570262674028767
3.74568512089228,0.0437822839205013,0.847105884956511,0.568000784977912
-2.29520107091556,-2.12020509237234,1.2758369628516,-0.301229412757555
3.59109088340867,0.7869179115184,0.37484699471944,1.74692953795172
3.08205072990954,-0.940005361407834,-1.90754490995592,1.80321901954321
-2.70343754651047,0.960246666996922,0.447530439901127,-2.72866526809239
1.62609304388287,0.362691236206117,0.884841331095064,0.324707980706152
4.73456911160875,-0.285290406714547,-0.144226376627872,-0.684148547753442
5.43915855202209,0.235693008903737,-0.525630352749875,0.0350900467850376
7.02008912714331,0.0540228064049361,0.896983267897471,0.132363158035368
6.44862870271106,2.54681653435082,0.497992668553674,-0.185867380213386
-4.53369651680492,0.0181966981004686,2.12308574503339,0.79676032378509
-3.51863298478897,0.201162222064004,0.641059415350156,-0.196750148990271
-4.10566818369351,-0.0814781452893127,0.0413744689512992,0.148320803433994
8.60814847171335,0.609733750093486,0.710282860350511,2.33480392900845
-2.48063515076828,-1.39049328877179,-0.187431961718765,-1.43963704643773
6.05877538106823,1.46561989477131,0.624145431832178,0.699668667216237
-5.37965779090589,0.839963676421783,0.346872622329805,1.85320844033547
-4.4185841781657,0.0716110985521205,-1.24246794416228,-1.11481896187656
